City,State,Latitude,Longitude
Needham,MA,42.2834,-71.2328
New Bedford,MA,41.6353,-70.9270
New Britain,CT,41.6612,-72.7795
New Castle,PA,41.0037,-80.3470
New Haven,IN,41.0706,-85.0144
New Milford,NJ,40.9351,-74.0190
New Philadelphia,OH,40.4898,-81.4457
New Port Richey,FL,28.2442,-82.7193
New Smyrna Beach,FL,29.0258,-80.9270
Newburyport,MA,42.8126,-70.8773
Newport News,VA,36.9804,-76.4297
Newton,IA,41.6997,-93.0480
Noblesville,IN,40.0456,-86.0086
Norco,CA,33.9311,-117.5487
Norfolk,VA,36.8468,-76.2852
North Amityville,NY,40.6976,-73.4251
North Andover,MA,42.6987,-71.1351
North Bay Shore,NY,40.7530,-73.2602
North Bethesda,MD,39.0446,-77.1189
North Fort Myers,FL,26.6673,-81.8801
North Haven,CT,41.3909,-72.8595
North Kingstown,RI,41.5501,-71.4662
North Liberty,IA,41.7492,-91.5979
North Massapequa,NY,40.7009,-73.4621
North Miami,FL,25.8901,-80.1867
North Miami Beach,FL,25.9332,-80.1625
North Ridgeville,OH,41.3895,-82.0190
North Salt Lake,UT,40.8486,-111.9069
North Stamford,CT,41.1382,-73.5435
North Valley Stream,NY,40.6851,-73.7018
Northwood,CA,33.7137,-117.7609
Norton,MA,41.9668,-71.1870
Novato,CA,38.1074,-122.5697
O'Fallon,MO,38.8106,-90.6998
Oak Grove,OR,45.4168,-122.6401
Oak Lawn,IL,41.7109,-87.7581
Oakdale,MN,44.9630,-92.9649
Oakland Park,FL,26.1723,-80.1320
Ocean Springs,MS,30.4113,-88.8278
Oconomowoc,WI,43.1117,-88.4993
Old Bridge,NJ,40.4148,-74.3654
Old Jamestown,MO,38.8349,-90.2851
Opa-locka,FL,25.9023,-80.2503
Opportunity,WA,47.6499,-117.2399
Orange,CA,33.7878,-117.8531
Orange,TX,30.0930,-93.7365
Orangevale,CA,38.6785,-121.2258
Orchards,WA,45.6665,-122.5609
Ormond Beach,FL,29.2858,-81.0559
Oshkosh,WI,44.0247,-88.5426
Ottumwa,IA,41.0200,-92.4113
Overland Park,KS,38.9822,-94.6708
Owings Mills,MD,39.4196,-76.7802
Oxford,MS,34.3665,-89.5192
Oxnard,CA,34.1975,-119.1770
Ozark,MO,37.0209,-93.2060
Pace,FL,30.5994,-87.1611
Pacific Grove,CA,36.6177,-121.9166
Paducah,KY,37.0834,-88.6000
Painesville,OH,41.7245,-81.2457
Palestine,TX,31.7621,-95.6308
Palmetto Bay,FL,25.6218,-80.3248
Palo Alto,CA,37.4419,-122.1430
Palos Hills,IL,41.6967,-87.8170
Paramus,NJ,40.9445,-74.0754
Park Ridge,IL,42.0111,-87.8406
Parkland,WA,47.1554,-122.4340
Parkside,CA,37.7420,-122.4863
Parlier,CA,36.6116,-119.5271
Parole,MD,38.9810,-76.5450
Pasadena,CA,34.1478,-118.1445
Pasadena,MD,39.1190,-76.5711
Pataskala,OH,39.9956,-82.6743
Peabody,MA,42.5279,-70.9287
Peachtree City,GA,33.3968,-84.5958
Pearl River,NY,41.0590,-74.0218
Pearland,TX,29.5636,-95.2861
Pecan Grove,TX,29.6261,-95.7316
Peekskill,NY,41.2901,-73.9204
Pekin,IL,40.5675,-89.6407
Pelham,AL,33.2857,-86.8100
Pembroke Pines,FL,26.0032,-80.2239
Pendleton,OR,45.6721,-118.7886
Peoria,AZ,33.5806,-112.2374
Perris,CA,33.7825,-117.2287
Perth Amboy,NJ,40.5068,-74.2654
Phenix City,AL,32.4710,-85.0008
Picnic Point-North Lynnwood,WA,47.8628,-122.2950
Pinehurst,NC,35.1954,-79.4695
Pinewood,FL,25.8690,-80.2170
Piqua,OH,40.1448,-84.2424
Pittsburg,CA,38.0280,-121.8847
Placentia,CA,33.8722,-117.8703
Plainfield,CT,41.6765,-71.9151
Plano,TX,33.0198,-96.6989
Plattsburgh,NY,44.6995,-73.4529
Pleasant Grove,UT,40.3641,-111.7385
Pleasant Hill,CA,37.9480,-122.0608
Pleasanton,CA,37.6624,-121.8747
Pleasure Ridge Park,KY,38.1454,-85.8583
Pocatello,ID,42.8713,-112.4455
Poinciana,FL,28.1403,-81.4584
Ponte Vedra Beach,FL,30.2397,-81.3856
Poplar Bluff,MO,36.7570,-90.3929
Port Huron,MI,42.9709,-82.4249
Port Orange,FL,29.1383,-80.9956
Port Saint Lucie,FL,27.2939,-80.3503
Portsmouth,NH,43.0770,-70.7577
Portsmouth Heights,VA,36.8210,-76.3688
Pottstown,PA,40.2454,-75.6496
Poughkeepsie,NY,41.7004,-73.9210
Prairie Village,KS,38.9917,-94.6336
Prattville,AL,32.4640,-86.4597
Prospect Heights,IL,42.0953,-87.9376
Prosper,TX,33.2362,-96.8011
Provo,UT,40.2338,-111.6585
Punta Gorda,FL,26.9298,-82.0454
Quincy,IL,39.9356,-91.4099
Quincy,MA,42.2529,-71.0023
Radford,VA,37.1318,-80.5764
Rancho Cordova,CA,38.5891,-121.3027
Rancho Mirage,CA,33.7397,-116.4128
Rancho Santa Margarita,CA,33.6409,-117.6031
Randolph,MA,42.1626,-71.0412
Red Wing,MN,44.5625,-92.5338
Redan,GA,33.7454,-84.1316
Redford,MI,42.3834,-83.2966
Redlands,CA,34.0556,-117.1825
Redwood City,CA,37.4852,-122.2364
Ridgeland,MS,32.4285,-90.1323
Rio Rancho,NM,35.2334,-106.6645
Ripon,CA,37.7416,-121.1244
Roanoke Rapids,NC,36.4615,-77.6542
Rochester,NY,43.1548,-77.6156
Rocky Mount,NC,35.9382,-77.7905
Rocky River,OH,41.4756,-81.8393
Rolla,MO,37.9514,-91.7713
Rolling Meadows,IL,42.0842,-88.0131
Romeoville,IL,41.6475,-88.0895
Ronkonkoma,NY,40.8210,-73.1430
Rosedale,MD,39.3201,-76.5155
Rosemont,CA,38.5519,-121.3647
Rotterdam,NY,42.7870,-73.9710
Roy,UT,41.1616,-112.0263
Royal Oak,MI,42.4895,-83.1446
Russellville,AR,35.2784,-93.1338
Ruston,LA,32.5232,-92.6379
Saint Joseph,MO,39.7686,-94.8466
Saint Michael,MN,45.2100,-93.6650
Saint Paul,MN,44.9444,-93.0933
Salem,MA,42.5198,-70.8955
Salina,KS,38.8403,-97.6114
Salisbury,NC,35.6710,-80.4742
Salmon Creek,WA,45.7107,-122.6490
Sammamish,WA,47.6418,-122.0804
San Benito,TX,26.1326,-97.6311
San Bruno,CA,37.6305,-122.4111
San Carlos Park,FL,26.4673,-81.8015
San Diego,CA,32.7157,-117.1647
San Francisco,CA,37.7749,-122.4194
San Jacinto,CA,33.7839,-116.9586
San Jose,CA,37.3394,-121.8950
San Juan Capistrano,CA,33.5017,-117.6625
San Leandro,CA,37.7249,-122.1561
San Marcos,TX,29.8833,-97.9414
San Mateo,CA,37.5630,-122.3255
San Rafael,CA,37.9735,-122.5311
San Tan Valley,AZ,33.1911,-111.5280
Sandy Springs,GA,33.9243,-84.3785
Sanford,ME,43.4393,-70.7742
Santa Clarita,CA,34.3917,-118.5426
Santa Cruz,CA,36.9741,-122.0308
Santa Fe,NM,35.6870,-105.9378
Santa Fe Springs,CA,33.9472,-118.0854
Santa Maria,CA,34.9530,-120.4357
Sarasota,FL,27.3364,-82.5306
Saratoga Springs,NY,43.0831,-73.7846
Sartell,MN,45.6216,-94.2069
Savage,MN,44.7791,-93.3363
Scarsdale,NY,41.0051,-73.7846
Schenectady,NY,42.8142,-73.9396
Schererville,IN,41.4789,-87.4548
Schofield Barracks,HI,21.4984,-158.0651
Scottsdale,AZ,33.5092,-111.8990
Scranton,PA,41.4092,-75.6649
Seabrook,MD,38.9740,-76.8490
Seaford,NY,40.6659,-73.4882
Sebastian,FL,27.8164,-80.4706
Sedalia,MO,38.7045,-93.2283
Seguin,TX,29.5688,-97.9647
Selden,NY,40.8665,-73.0357
Severn,MD,39.1371,-76.6983
Severna Park,MD,39.0704,-76.5452
Sevierville,TN,35.8681,-83.5618
Sewell,NJ,39.7665,-75.1443
Seymour,IN,38.9592,-85.8902
Shelby,NC,35.2923,-81.5357
Shelbyville,KY,38.2120,-85.2236
Shelbyville,TN,35.4834,-86.4603
Shelton,CT,41.3165,-73.0932
Shenandoah,LA,30.4013,-91.0009
Sherwood,OR,45.3565,-122.8401
Shoreline,WA,47.7557,-122.3415
Shorewood,IL,41.5200,-88.2017
Shrewsbury,MA,42.2959,-71.7129
Sicklerville,NJ,39.7173,-74.9693
Sikeston,MO,36.8767,-89.5879
Simi Valley,CA,34.2694,-118.7815
Simpsonville,SC,34.7371,-82.2543
Skokie,IL,42.0334,-87.7334
Smithfield,RI,41.9220,-71.5495
Smithtown,NY,40.8559,-73.2007
Smyrna,GA,33.8840,-84.5144
Socorro Mission Number 1 Colonia,TX,31.6362,-106.2905
Solon,OH,41.3898,-81.4412
Somerset,NJ,40.4976,-74.4885
Somerton,AZ,32.5964,-114.7097
South Bend,IN,41.6834,-86.2500
South Bradenton,FL,27.4631,-82.5818
South El Monte,CA,34.0519,-118.0467
South Euclid,OH,41.5231,-81.5185
South Hill,WA,47.1412,-122.2701
South Jordan,UT,40.5622,-111.9297
South Lake Tahoe,CA,38.9332,-119.9844
South Laurel,MD,39.0698,-76.8503
South Miami Heights,FL,25.5976,-80.3806
South Old Bridge,NJ,40.4082,-74.3543
South Peabody,MA,42.5098,-70.9495
South Plainfield,NJ,40.5793,-74.4115
South Saint Paul,MN,44.8927,-93.0349
South Salt Lake,UT,40.7188,-111.8883
South San Francisco,CA,37.6547,-122.4077
South San Jose Hills,CA,34.0128,-117.9048
South Suffolk,VA,36.7171,-76.5902
South Windsor,CT,41.8237,-72.6212
Southglenn,CO,39.5872,-104.9528
Southlake,TX,32.9412,-97.1342
Spanaway,WA,47.1040,-122.4346
Spanish Lake,MO,38.7878,-90.2159
Spokane Valley,WA,47.6732,-117.2394
Spring Hill,TN,35.7512,-86.9300
Spring Valley,CA,32.7448,-116.9989
Springdale,AR,36.1867,-94.1288
Stanton,CA,33.8025,-117.9931
State College,PA,40.7934,-77.8600
Staten Island,NY,40.5623,-74.1399
Sterling,IL,41.7886,-89.6962
Sterling Heights,MI,42.5803,-83.0302
Stevens Point,WI,44.5236,-89.5746
Stillwater,MN,45.0564,-92.8060
Stonegate,CA,33.7053,-117.7401
Stow,OH,41.1595,-81.4404
Stratford,CT,41.1845,-73.1332
Streetsboro,OH,41.2392,-81.3459
Stuart,FL,27.1975,-80.2528
Sugar Hill,GA,34.1065,-84.0335
Suisun,CA,38.2383,-122.0402
Sulphur Springs,TX,33.1384,-95.6011
Summerlin South,NV,36.1171,-115.3300
Summit,NJ,40.7156,-74.3647
Sumter,SC,33.9204,-80.3415
Sun City,CA,33.7092,-117.1973
Sun City West,AZ,33.6620,-112.3413
Sunny Isles Beach,FL,25.9506,-80.1228
Sunset,FL,25.7059,-80.3523
Susanville,CA,40.4163,-120.6530
Suwanee,GA,34.0515,-84.0713
Sweetwater,FL,25.7634,-80.3731
Sylmar,CA,34.3078,-118.4493
Tacoma,WA,47.2529,-122.4443
Tacony,PA,40.0312,-75.0443
Talladega,AL,33.4359,-86.1058
Tallmadge,OH,41.1014,-81.4418
Tamiami,FL,25.7587,-80.3984
Tanque Verde,AZ,32.2517,-110.7373
Taunton,MA,41.9001,-71.0898
Taylor,TX,30.5708,-97.4094
Teaneck,NJ,40.8976,-74.0160
Temple,TX,31.0982,-97.3428
Temple City,CA,34.1072,-118.0579
The Acreage,FL,26.7940,-80.2675
The Colony,TX,33.0890,-96.8864
The Dalles,OR,45.5946,-121.1787
Thomasville,NC,35.8826,-80.0820
Thornton,CO,39.8680,-104.9719
Thousand Oaks,CA,34.1706,-118.8376
Tiffin,OH,41.1145,-83.1780
Tifton,GA,31.4505,-83.5085
Toms River,NJ,39.9537,-74.1979
Torrance,CA,33.8359,-118.3406
Towson,MD,39.4015,-76.6019
Trenton,MI,42.1395,-83.1783
Trenton,NJ,40.2171,-74.7429
Tri-Cities,WA,46.2454,-119.1962
Trotwood,OH,39.7973,-84.3113
Troy,MI,42.6056,-83.1499
Truckee,CA,39.3280,-120.1833
Tualatin,OR,45.3840,-122.7640
Tukwila,WA,47.4740,-122.2610
Tumwater,WA,47.0073,-122.9093
Turlock,CA,37.4947,-120.8466
Twentynine Palms,CA,34.1356,-116.0542
Tyler,TX,32.3513,-95.3011
Union City,CA,37.5958,-122.0191
Unionport,NY,40.8273,-73.8501
University City,MO,38.6559,-90.3093
University Park,FL,25.7465,-80.3675
Upland,CA,34.0975,-117.6484
Upper Saint Clair,PA,40.3359,-80.0834
Uptown,IL,41.9659,-87.6526
Vacaville,CA,38.3566,-121.9877
Valley Station,KY,38.1112,-85.8702
Valparaiso,IN,41.4731,-87.0611
Van Buren,AR,35.4368,-94.3483
Van Nest,NY,40.8484,-73.8637
Van Nuys,CA,34.1867,-118.4490
Vancouver,WA,45.6387,-122.6615
Vandalia,OH,39.8906,-84.1988
Venice,CA,33.9908,-118.4601
Victoria,TX,28.8053,-97.0036
Vincent,CA,34.5005,-118.1165
Vineland,NJ,39.4862,-75.0257
Visitacion Valley,CA,37.7171,-122.4043
Wade Hampton,SC,34.9037,-82.3332
Wahiawā,HI,21.5028,-158.0246
Waiau-Pacific Palisades,HI,21.4002,-157.9545
Waipahu,HI,21.3867,-158.0092
Walla Walla,WA,46.0646,-118.3430
Wallingford Center,CT,41.4499,-72.8189
Walnut,CA,34.0203,-117.8653
Waltham,MA,42.3765,-71.2356
Warner Robins,GA,32.6157,-83.6266
Warren,MI,42.4904,-83.0130
Warren,OH,41.2376,-80.8184
Warrensburg,MO,38.7628,-93.7361
Warwick,RI,41.7001,-71.4162
Wasco,CA,35.5941,-119.3410
Wasco,IL,41.9381,-88.4045
Washougal,WA,45.5826,-122.3534
Waterford,CT,41.3417,-72.1360
Waterford,MI,42.6930,-83.4118
Waterloo,IA,42.4928,-92.3430
Watertown,NY,43.9748,-75.9108
Waverly,MI,42.7392,-84.6208
Wayne,NJ,40.9254,-74.2765
Wellington,FL,26.6587,-80.2414
West Bend,WI,43.4253,-88.1834
West Bloomfield Township,MI,42.5689,-83.3836
West Carson,CA,33.8217,-118.2926
West Covina,CA,34.0686,-117.9390
West Falls Church,VA,38.8648,-77.1879
West Gulfport,MS,30.4041,-89.0942
West Haven,CT,41.2707,-72.9471
West Hempstead,NY,40.7048,-73.6501
West Hills,CA,34.1973,-118.6440
West Islip,NY,40.7062,-73.3062
West Lafayette,IN,40.4259,-86.9081
West Melbourne,FL,28.0717,-80.6534
West Park,FL,25.9845,-80.1989
West Pensacola,FL,30.4266,-87.2797
West Scarborough,ME,43.5704,-70.3878
West Springfield,VA,38.7726,-77.2211
West Torrington,CT,41.8184,-73.1437
West Whittier-Los Nietos,CA,33.9760,-118.0691
West and East Lealman,FL,27.8199,-82.6894
Westbrook,ME,43.6770,-70.3712
Westchester,FL,25.7548,-80.3273
Westchester,IL,41.8506,-87.8820
Westfield,MA,42.1251,-72.7495
Westlake,OH,41.4553,-81.9179
Westminster,MD,39.5754,-76.9958
Westmont,CA,33.9414,-118.3023
Weston,FL,26.1004,-80.3998
White Oak,MD,39.0398,-76.9930
Whitehall,OH,39.9667,-82.8855
Whitestone,NY,40.7946,-73.8185
Whittier,CA,33.9792,-118.0328
Wichita Falls,TX,33.9137,-98.4934
Willingboro,NJ,40.0279,-74.8691
Williston,ND,48.1470,-103.6180
Willmar,MN,45.1219,-95.0433
Wilson,NC,35.7213,-77.9155
Wilton,CT,41.1954,-73.4379
Winchester,MA,42.4523,-71.1370
Windham,CT,41.6998,-72.1570
Windsor,CO,40.4775,-104.9014
Windsor,CT,41.8526,-72.6437
Winnetka,CA,34.2133,-118.5720
Winona,MN,44.0500,-91.6393
Winter Gardens,CA,32.8312,-116.9334
Winter Park,FL,28.6000,-81.3392
Wolcott,CT,41.6023,-72.9868
Woodbridge,CA,33.6772,-117.7944
Woodbury,MN,44.9239,-92.9594
Woodland Hills,CA,34.1683,-118.6059
Woodmere,NY,40.6320,-73.7126
Worcester,MA,42.2626,-71.8023
Wyandotte,MI,42.2142,-83.1499
Wyckoff,NJ,41.0095,-74.1729
Xenia,OH,39.6848,-83.9296
Yakima,WA,46.6021,-120.5059
Yarmouth,MA,41.7057,-70.2286
Yucaipa,CA,34.0336,-117.0431
Yuma,AZ,32.7253,-114.6244
Zionsville,IN,39.9509,-86.2619
‘Ewa Beach,HI,21.3156,-158.0072
